title,overview,genres,release_date,runtime,vote_average
Oxyana,"Oceana, West Virginia—known as “Oxyana” after its residents’ epidemic abuse of OxyContin—is a tragically real example of the insidious spread of drug dependency throughout the country. Set against an abandoned coal mining landscape to the melodies of Deer Tick’s haunting score, this unflinchingly intimate documentary probes the lives of Oceana’s afflicted and exposes the day-to-day experience of a town living in the harsh grip of addiction.","[{'id': 99, 'name': 'Documentary'}]",2013-07-16,78.0,6.2
Winter Nomads,"Pascal, 53, and Carole, 28, are shepherds. In the month of November 2010, they embark on their long winter transhumance: four months during which they will have to cover 600 km in the Swiss- French region, accompanied by three donkeys, four dogs and a eight hundred sheep. An exceptional adventure is about to begin: they brave the cold and the bad weather day in day out, with a canvas cover and animal skins as their only shelter at night. This saga reveals a tough and exacting profession, requiring constant improvisation and unflinching attention to nature, the animals and the cosmos. An eventful journey with surprise encounters, moving reunions with farmer friends, nostalgic figures of country life that is shrinking away fast. Αn adventure film, a contemporary road movie, a reflection of our current world, which takes us back to our roots and our inner questions.","[{'id': 99, 'name': 'Documentary'}]",2012-02-10,90.0,8.0
Solstice,"A young girl uncovers a disturbing secret about her twin sister, who committed suicide just a few months before.","[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",2008-01-01,87.0,5.5
Armed and Dangerous,"Dooley, a cop wrongly sacked for corruption, teams up with a useless defence lawyer in their new careers... as security guards. When the two are made fall guys for a robbery at a location they are guarding, the pair begin to investigate corruption within the company and their union. They soon make enemies of everyone, but can the unlikely duo save the day?","[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",1986-08-15,88.0,5.3
Caught,"Tim Devon was born out of wedlock and that his mother never told his father about him. Overwhelmed, Tim leaves Los Angeles in search of his father-armed with only a name and the city of Amsterdam as clues. When funds run out, Tim begins the downward spiral into a life of crime and drug use. He is encountered by a single caring person.","[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",1987-11-09,115.0,0.0
Money Is Not Everything,"Bohaterem filmu jest 50-letni biznesmen Tomasz Adamczyk, który chce zrezygnować z prowadzenia interesów w branży winiarskiej i poświęcić się swojej pasji życiowej filozofii. Pomysł ten nie przypada do gustu jego wspólnikowi. Do tego wszystkiego Tomasz ulega wypadkowi i zostaje wzięty jako zakładnik przez miłośników produkowanego przez siebie wina.","[{'id': 35, 'name': 'Comedy'}]",2001-01-05,0.0,8.2
K-PAX,"Prot is a patient at a mental hospital who claims to be from a far away Planet. His psychiatrist tries to help him, only to begin to doubt his own explanations.","[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",2001-10-22,120.0,7.1
Clean Slate,"Pogue is a private eye with a problem: every morning when he wakes up, he has total amnesia, waking up with a 'blank slate'. Since he is in the middle of a hot investigation and has a developing romance, this is less than convenient.","[{'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",1994-05-06,107.0,5.7
The Eye,"Violinist Sydney Wells was accidentally blinded by her sister Helen when she was five years old. She submits to a cornea transplantation, and while recovering from the operation, she realizes that she is seeing dead people.","[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",2008-02-01,98.0,5.5
Ecstasy in Entropy,"An agit-prop edutainment ho down featuring a bevy of warrior lapdancers struggling to overthrow corporate state capitalism and rancid criminal globalisation through amateur wrestling, gun juggling and anarchist debate.",[],1999-01-01,17.0,3.5
Ghost Writer,"John Vandermark (Cumming) has taken in a struggling writer, Sebastian St. Germain (Boreanaz), who overstays his welcome. When John discovers that Sebastian has simply been using him, he turns the tables on his young tenant in an effort to make him work off his rent debt. When Sebastian dies accidentally in the process, John tries to make it up to him by helping him get his book published posthumously. When the book is published, John can't help but take credit for the work of genius... and Sebastian comes back to haunt him.","[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",2007-03-09,91.0,6.3
Death Wish 5: The Face of Death,"Paul Kersey is back at working vigilante justice when when his fiancée, Olivia, has her business threatened by mobsters","[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1994-01-14,95.0,5.0
A Driver for Vera,"The film is set during 1962 in Sevastopol, Crimea, then a secret Navy Base in the Soviet Union. General Serov hires Viktor, a cadet from the Kremlin Guard to work as his private chauffeur. In a jet-black ""ZIM"" limo, Viktor is chauffeuring the General's disabled daughter Vera. Viktor is oblivious to the hidden agenda of the KGB agent Saveliev, who manipulates everyone behind the scenes in the old rivalry between the Army and KGB.","[{'id': 18, 'name': 'Drama'}]",2004-07-27,105.0,6.2
Forgive Me,,"[{'id': 35, 'name': 'Comedy'}]",2006-11-22,0.0,7.0
A Delicate Balance,"The film spans three days in the life of Agnes and Tobias, an upper middle class couple who share their comfortable suburban Connecticut home with her acerbic alcoholic sister Claire. It is matriarch Agnes who helps the quartet maintain a delicate balance in their lives, held together by habit, shared memories, and considerable consumption of dry martinis.","[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",1973-11-12,133.0,6.0
Flood,"Timely yet terrifying, The Flood predicts the unthinkable. When a raging storm coincides with high seas it unleashes a colossal tidal surge, which travels mercilessly down England's East Coast and into the Thames Estuary. Overwhelming the Barrier, torrents of water pour into the city. The lives of millions of Londoners are at stake.","[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",2007-08-24,110.0,4.5
Naked You Die,"The corpses are piling up at St. Hilda’s School for Girls, leaving top cop Michael Rennie (The Day the Earth Stood Still) with more than the usual suspects. Is the killer playboy riding instructor Mark Damon (House of Usher)? Peeping tom Luciano Pigozzi (Baron Blood)? Or how about hulking swim teacher Giovanni Di Benedetto (The Bird With The Crystal Plumage), whose wetsuit and dive mask make the perfect ensemble for slaughter?","[{'id': 9648, 'name': 'Mystery'}, {'id': 10769, 'name': 'Foreign'}]",1968-02-20,94.0,5.4
Dance with Me,"Young Cuban Rafael just buried his mother, and comes to Houston to meet his father John for the first time. The difficult part is that John doesn't know he is Rafael's father. John runs a dance studio, and everyone prepares for the World Open Dance championship in Las Vegas. It soon becomes clear Rafael is a very good dancer, and Ruby is the biggest hope for the studio at the championship.","[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",1998-08-21,126.0,5.6
Pull My Daisy,"Pull My Daisy is a film that typifies the Beat Generation. Directed by Robert Frank and Alfred Leslie, Daisy was adapted by Jack Kerouac from the third act of his play, Beat Generation; Kerouac also provided improvised narration.",[],1959-11-11,26.0,5.5
Cleveland Abduction,"A single mother becomes Ariel Castro's first kidnapping victim, and finds herself trapped in his home with two other women for 11 years.","[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",2015-05-02,88.0,6.5
Black Cloud,"Black Cloud, is an inspirational story about a young Navajo, Native American boxer, who overcomes personal challenges as he comes to terms with his heritage, while fighting his way for a spot on the US Olympic boxing team.","[{'id': 18, 'name': 'Drama'}]",2004-01-01,97.0,0.0
Other People,"David, a struggling comedy writer fresh off from breaking up with his boyfriend, moves from New York City to Sacramento to help his sick mother. Living with his conservative father and much-younger sisters for the first time in ten years, he feels like a stranger in his childhood home. As his mother’s health declines, David frantically tries to extract meaning from this horrible experience and convince everyone (including himself) that he's ""doing okay.”","[{'id': 18, 'name': 'Drama'}]",2016-09-09,97.0,6.7
Boxing Gym,"Explores the world of a boxing gym in Austin, Texas, dwelling on the discipline of training as people from all walks of life aspire to reach their personal best.","[{'id': 99, 'name': 'Documentary'}]",2010-10-22,91.0,5.6
Shogun Assassin,A Shogun who grew paranoid as he became senile sent his ninjas to kill his samurai. They failed but did kill the samurai’s wife. The samurai swore to avenge the death of his wife and roams the countryside with his toddler son in search of vengeance.,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",1980-11-11,85.0,6.9
Hiroshima,"The documentary recounts the world's first nuclear attack and examines the alarming repercussions. Covering a three-week period from the Trinity test to the atomic bombing of Hiroshima, the program chronicles America's political gamble and the planning for the momentous event. Archival film, dramatizations, and special effects feature what occurred aboard the Enola Gay (the aircraft that dropped the bomb) and inside the exploding bomb.","[{'id': 99, 'name': 'Documentary'}, {'id': 18, 'name': 'Drama'}]",2005-08-05,89.0,6.2
Love and Other Catastrophes,A day in the life of two film-school students trying to find love and another house-mate.,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",1996-08-01,78.0,5.8
Porno,,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",1990-01-26,78.0,7.0
Under the Sun of Satan,"Satan tempts Father Dossignan, who is trying to save the soul of a young girl who killed one of her lovers.","[{'id': 18, 'name': 'Drama'}]",1987-05-14,93.0,5.5
The Magician,"A young girl, Margaret Dauncey, is caught between the forces of a charlatan magician, Oliver Haddo, whom she is unable to resist, and the love of a young surgeon, Arthur Burdon, who has saved her from being a helpless cripple by performing a delicate operation on her spine which startled the medical world.","[{'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}]",1926-10-24,83.0,5.0
Weird Woman,"While on a South Seas trip, a professor falls in love with marries an exotic native woman. What he doesn't know is that she was raised by superstitious natives who believe her to be some kind of supernatural being.","[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",1944-03-02,64.0,6.5
Pee Mak Phrakanong,"Some time during the Rattanakosin Kingdom, Mak becomes a soldier and has to leave his pregnant wife Nak  at home in Phra Khanong. In the distant frontline he meets four soldiers who become his best friends. Menwhile his wife Nak struggles to give birth to their baby alone.  When the war is over, Mak invites his friends to go to his home and meet his beautiful wife Nak. But in Phra Khanong the rumor goes around town that Nak is a ghost. After a series of uncanny events his four friends and some villagers try to tell Mak that his wife is already dead.","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",2013-03-28,111.0,7.3
Code Black,"Code Black follows a team of young, idealistic and energetic ER doctors during the transition from the old to the new L.A. County as they try to avoid burnout and improve patient care. Why do they persist, despite being under siege by rules, regulations and paperwork?","[{'id': 99, 'name': 'Documentary'}]",2014-06-20,88.0,5.6
